Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2234,13430868,"Pei Xuansheng","2025-03-03 13:02:01",0.78468,6,peixuansheng
2235,13433753,Traian_Moldoveanu,"2025-03-03 22:13:51",0.78468,1,traianmoldoveanu
2236,13433703,"Jeremy Hirschler","2025-03-04 22:09:49",0.78468,14,jeremyhirschler
2237,13433786,"Gaurav Kumar ","2025-03-03 23:03:26",0.78468,5,gauravkumar2525
2238,13390881,"renato analista","2025-03-05 02:27:58",0.78468,22,renatoanalista
2239,13435138,dasasdsasa,"2025-03-04 03:39:59",0.78468,1,dasasdsasa
2240,13436394,Jeremy_Lee0109,"2025-03-04 10:58:34",0.78468,3,jeremylee0109
2241,13437050,Allmer,"2025-03-04 09:43:14",0.78468,1,allmer
2242,13437555,"Abdelaziz Aushar","2025-03-04 11:39:27",0.78468,1,abdelazizaushar
2243,13336552,"Emma Kahn","2025-03-04 14:21:26",0.78468,7,emmakahn
2244,13438722,"Hrishikesh Suresh #2","2025-03-04 15:25:51",0.78468,1,hrish4
2245,13438940,"Abdoul wahab Soumare","2025-03-04 16:17:40",0.78468,3,abdoulwahabsoumare
2246,24897,cesar,"2025-03-07 19:27:02",0.78468,9,ceferra
2247,13437571,"Fernando T M","2025-03-04 20:45:36",0.78468,6,ftorrem
2248,13440871,"Joshua Luunguyen","2025-03-04 23:28:18",0.78468,1,joshualuunguyen
2249,13440632,"Tony Kim #4","2025-03-05 00:25:18",0.78468,8,tonykim1123
2250,10976496,"KIM CHAN YU","2025-03-05 01:19:06",0.78468,9,kimchanyu
2251,13441083,Leechan0,"2025-03-05 01:18:56",0.78468,10,leechan0
2252,13441081,"NAMGYU PARK","2025-03-05 01:20:00",0.78468,4,blackhelmet88
2253,13298703,"Junji Mochizuki","2025-03-05 06:13:21",0.78468,3,junjimochizuki
2254,13431080,"Octavio DRS","2025-03-05 06:17:06",0.78468,3,octaviodrs
2255,13432691,"Aditya Sasidhar","2025-03-05 08:17:34",0.78468,5,tadityasasidhar
2256,10707897,kashiwase,"2025-03-09 23:42:50",0.78468,16,kashiwase
2257,13442205,htrowii,"2025-03-05 11:03:54",0.78468,4,htrowii
2258,13441085,kgwang_jin,"2025-03-05 12:00:45",0.78468,7,kgwangjin
2259,13445573,"Anudha Chitresha #2","2025-03-05 17:06:57",0.78468,1,custardapples
2260,13447286,"Kris Chesney","2025-03-06 01:41:25",0.78468,4,krischesney
2261,13441795,MengSUN,"2025-03-06 02:42:47",0.78468,7,sm42u54
2262,13296885,"Soya Wehrenberg","2025-03-06 03:20:53",0.78468,2,soyawehrenberg
2263,13442431,"you yogurt","2025-03-06 04:17:01",0.78468,2,yougeyue
2264,13449469,biggypiggy,"2025-03-06 11:17:55",0.78468,7,biggypiggy
2265,13450979,"Philip Parker","2025-03-06 16:17:43",0.78468,4,phparker
2266,13440795,"yuhei kagono","2025-03-09 23:18:59",0.78468,5,yuheikagono
2267,13409756,EviLi.Sanya,"2025-03-07 03:27:12",0.78468,2,evilisanya
2268,13450659,"Fen Mary","2025-03-07 03:58:10",0.78468,3,fenmary
2269,13453286,"Lee Yoojin","2025-03-07 07:11:12",0.78468,7,eyoojin
2270,13353347,"Rene A Rivera","2025-03-17 07:24:23",0.78468,43,renearivera
2271,13376509,"Radmir Fahrutdinov","2025-03-07 14:39:36",0.78468,11,radmirfahrutdinov
2272,13324451,"Murtuza Akhtari","2025-03-07 12:37:16",0.78468,6,murtuzaakhtari
2273,5454965,Siddhu97,"2025-03-12 09:36:21",0.78468,6,siddhu41
2274,13455412,"Michał Zmyślony","2025-03-10 18:50:28",0.78468,10,michazmyslony
2275,13381657,yon_skylar,"2025-03-07 15:37:33",0.78468,11,yonskylar
2276,13457788,"Sohaila ElSayed","2025-03-07 19:01:18",0.78468,1,sohailaelsayed
2277,13458492,gancbe,"2025-03-08 01:35:55",0.78468,3,ganeshcbe03
2278,13458528,"Mayu Hatamoto","2025-03-08 00:48:21",0.78468,2,mayuhatamoto
2279,13458671,"Oliver McKenna","2025-03-08 01:24:48",0.78468,1,olivermckenna
2280,6520517,NNMochi,"2025-03-08 02:05:55",0.78468,3,nnmochi
2281,12642505,Real-Terry-Zhao,"2025-03-08 06:37:19",0.78468,1,realterryzhao
2282,10412318,AkihiroMukae,"2025-03-08 10:49:24",0.78468,8,akihiromukae
2283,13396347,"Bastian Fuh","2025-03-08 11:54:02",0.78468,17,bastianfuh
2284,13465412,XUYANGWANG,"2025-03-09 10:56:40",0.78468,5,tudouking
2285,13450513,"Ganimat Isayev","2025-03-09 13:57:41",0.78468,6,ganimatisayev
2286,13457739,Dprudhviraj,"2025-03-28 05:17:33",0.78468,10,dprudhviraj
2287,13467116,"Beatriz Jiménez Garmón","2025-03-09 16:58:55",0.78468,1,beatrizjimnezgarmn
2288,13464279,"Ri Mega","2025-03-09 19:40:41",0.78468,4,rimega
2289,13468003,"Diego Sanz Urueña","2025-03-09 22:55:30",0.78468,1,sanzuruena
2290,13468113,GazoPremier,"2025-03-09 23:32:54",0.78468,1,gazopremier
2291,13463175,"ismail allouch","2025-03-10 00:09:48",0.78468,4,ismailallouch
2292,13453649,llllxwxxx,"2025-03-13 01:26:48",0.78468,3,llllxwxxx
2293,12665844,"The President of Heaven","2025-03-10 10:18:35",0.78468,1,thepresidentofheaven
2294,13350640,"Aaryan #4","2025-03-11 09:54:01",0.78468,32,aaryansuthar6382
2295,13444258,sdcfdvf,"2025-03-10 11:55:42",0.78468,17,sdcfdvf
2296,13472265,"Sam Ladrigan-Whelpley","2025-03-10 15:41:59",0.78468,7,samladriganwhelpley
2297,13472685,"Ajay  Karra","2025-03-10 17:15:28",0.78468,2,ajaykarra
2298,13276808,Zarin99,"2025-03-19 21:25:28",0.78468,48,zarin99
2299,13463070,leads_mg,"2025-03-10 19:36:20",0.78468,8,leadsmg
2300,13468646,"Isaiah Cabugos","2025-03-14 05:20:22",0.78468,9,isaiahcabugos
2301,13463083,"Andrew Massoud","2025-03-10 20:53:08",0.78468,15,andrewmassoud
2302,13472716,"luca tosetto","2025-03-11 10:44:57",0.78468,12,lucatosetto
2303,13205173,"ANDRÉ BELTRÁN LLANOS","2025-03-11 00:04:43",0.78468,4,andrbeltrnllanos
2304,13474263,"Taiki Arima","2025-03-11 04:52:36",0.78468,3,taikiarima
2305,13475760,zhanglitao010929,"2025-03-11 06:17:40",0.78468,2,zhanglitao010929
2306,13473568,safrex,"2025-03-11 07:23:26",0.78468,13,safrex
2307,13475284,windyrain1994,"2025-03-11 08:27:12",0.78468,2,windyrain1994
2308,13477742,neonsecret,"2025-03-11 13:18:49",0.78468,10,neonsecret
2309,13478013,Purachej,"2025-03-11 13:40:19",0.78468,3,purachej
2310,4404910,"HYUNGEUN CHOI","2025-03-11 13:42:43",0.78468,5,hyungeunchoi
2311,13479442,rashid072,"2025-03-11 18:29:57",0.78468,1,rashid072
2312,7427239,"Zhuldyzay Aitakhunova","2025-03-11 18:42:36",0.78468,4,zhuldyzayaitakhunova
2313,13476640,yubuhuitupaopao,"2025-03-13 07:52:39",0.78468,4,yubuhuitupaopao
2314,13481931,"Panas Damrongsiri","2025-03-12 07:45:22",0.78468,4,panasdamrongsiri
2315,13482108,"Jaemin Kim #6","2025-03-12 08:36:23",0.78468,2,jkim8681
2316,13484027,"Group 10","2025-03-12 15:33:10",0.78468,8,primanwong
2317,13484125,jboland5562,"2025-03-12 15:27:04",0.78468,10,jboland5562
2318,13452182,Chris123Tol,"2025-03-12 19:44:38",0.78468,3,chris123tol
2319,13485137,"Guy McClennan","2025-03-12 21:56:33",0.78468,6,guymcclennan
2320,13486188,CtrlCDefeat,"2025-03-24 03:39:43",0.78468,6,ctrlcdefeat
2321,13484016,"Lorenzo Mascia","2025-03-13 09:31:46",0.78468,5,lorenzomascia
2322,13483886,"break the heart","2025-03-13 11:03:21",0.78468,20,alrbrokenheart
2323,13488816,"Nieves Roca Rallo","2025-03-13 12:25:45",0.78468,3,nievesroca
2324,13488920,"Allan Losenge","2025-03-13 12:07:27",0.78468,1,allanlosenge
2325,13489822,t61927425,"2025-03-13 15:09:11",0.78468,1,t61927425
2326,13489496,"Chen Yaru","2025-03-13 15:22:38",0.78468,3,chenyaru1
2327,13327853,"vignesh subramaniam","2025-03-13 16:05:43",0.78468,5,vickythatguy
2328,13491312,"Monica Rodriguez Arce","2025-03-13 22:46:05",0.78468,1,monicarodriguezarce
2329,13491749,"Adrian Dominic Samson","2025-03-14 01:47:10",0.78468,4,adriandominicsamson
2330,13491880,"Tosshaan Thapar","2025-03-14 02:36:42",0.78468,2,tosshaan
2331,13492143,"Jan Andrei Olayon","2025-03-14 04:00:52",0.78468,2,janandreiolayon
2332,13492124,Dongxiangxu,"2025-03-23 10:11:07",0.78468,10,dongxiangxu
2333,13487387,shoshopine,"2025-03-14 05:50:40",0.78468,12,shoshopine0530
2334,13436407,Spike688023,"2025-03-14 08:03:08",0.78468,8,spike688023
2335,13493120,"Vỹ Phan","2025-03-14 08:35:25",0.78468,1,vphany
2336,13493734,observer,"2025-03-14 11:29:58",0.78468,1,observer4444
2337,13493423,"Pavel Dior","2025-03-14 11:36:02",0.78468,7,paveldior
2338,13474271,"Robin P.M. Kras","2025-03-18 00:01:23",0.78468,26,robkraseu
2339,13446293,JuancdSantana,"2025-03-15 20:57:54",0.78468,17,juancdsantana
2340,13495954,"Eva Ying","2025-03-14 17:06:22",0.78468,1,evaying03
2341,13492305,Liangha2024,"2025-03-28 05:20:05",0.78468,19,liangha2024
2342,13163912,"宮木 笙伍","2025-03-17 08:38:27",0.78468,11,solle458
2343,13497563,kkk258,"2025-03-15 06:48:40",0.78468,4,kkk258
2344,13498966,1166194,"2025-03-16 08:12:41",0.78468,11,renolee123
2345,13498478,"Vo Nguyen Phat","2025-03-16 03:34:29",0.78468,7,vonguyenphat
2346,13501491,"Josue Chavez Garcia","2025-03-20 01:27:33",0.78468,4,josuechavezgarcia
2347,2394451,"Saito Shincihiro","2025-03-16 01:34:05",0.78468,5,sinchir0
2348,13281202,Rui410,"2025-03-16 04:40:27",0.78468,29,rui410
2349,13501917,"Karan Heera","2025-03-16 06:02:10",0.78468,10,iamkaranheera
2350,13501216,Al2032,"2025-03-16 08:56:07",0.78468,3,phil2fernandes
2351,13502519,"Dongxv Wu","2025-03-16 12:08:39",0.78468,10,dongxvwu
2352,13502973,"Lucía Abad Martín","2025-03-16 10:40:41",0.78468,1,lucaabadmartn
2353,13461654,"Evaldas Visockas","2025-03-16 12:33:24",0.78468,17,evaldasvisockas
2354,13503394,"Chris Ouda","2025-03-16 12:44:58",0.78468,1,chrisouda
2355,11705145,"Nachi Ganesh","2025-03-19 03:29:06",0.78468,9,nachiganesh
2356,13392172,Marcelots,"2025-03-16 23:18:27",0.78468,11,marcelots2025
2357,13463947,"Joe Zeng123","2025-03-16 17:19:21",0.78468,5,joezeng123
2358,13504970,"Ayaan Sheeraz","2025-03-16 21:46:48",0.78468,9,ayaansheeraz
2359,13503109,"Ali Akbar #3","2025-03-17 03:50:04",0.78468,6,a1iakbar
2360,13506969,"Luluk Fajar Sari","2025-03-17 07:33:25",0.78468,2,lulukff
2361,13212664,Fdu04Phy,"2025-03-20 09:48:31",0.78468,24,fdu04phy
2362,13508356,Crabread,"2025-03-17 13:09:53",0.78468,7,crabread
2363,13504695,sunyeyeong,"2025-03-18 11:11:30",0.78468,13,sunyeyeong
2364,11321696,JoelTPatterson,"2025-03-17 17:01:48",0.78468,1,joeltpatterson
2365,13510955,"Mr MRF Dev","2025-03-18 00:45:59",0.78468,7,mrmrfdev
2366,13512367,"Swastik Bhatta","2025-03-18 05:23:38",0.78468,2,swastikbhatta
2367,13513772,"Tatiana Khlebopros","2025-03-18 09:06:46",0.78468,1,tatianakhlebopros
2368,13514283,"Moses Toroitich","2025-03-18 10:39:31",0.78468,1,mosestoroitich
2369,13514307,"George Kamau #2","2025-03-18 10:44:15",0.78468,1,georgekamau14
2370,13493582,roheunseo,"2025-03-18 11:48:58",0.78468,10,roheunseo
2371,13513506,"Joe Zhaoeeeeee","2025-03-18 11:05:54",0.78468,3,joezhaoeeeeee
2372,13348731,"Shinji Saito","2025-03-18 11:24:52",0.78468,15,shinjisaito
2373,13514384,lihaha.36,"2025-03-18 11:27:15",0.78468,4,lihaha36
2374,13510030,AlynnKim,"2025-03-20 03:49:26",0.78468,8,alynnkim
2375,13514653,"Levi Olaba","2025-03-18 11:59:45",0.78468,1,leviolaba
2376,13514395,bydPaimon,"2025-03-18 12:09:27",0.78468,7,bydpaimon
2377,13351881,jobayer2671,"2025-03-24 13:52:57",0.78468,51,jobayer2671
2378,13514030,"Jan Czyżowski","2025-03-22 07:22:29",0.78468,11,janczyowski
2379,13417618,"Hazel Marcucella","2025-03-18 16:18:42",0.78468,3,hazelmarcucella
2380,13411497,"Caroline Rapp","2025-03-18 16:15:15",0.78468,4,carolinerapp
2381,13511169,RasheStarr,"2025-03-18 18:45:49",0.78468,6,rashestarr
2382,13493926,matheusmabelha,"2025-03-19 00:53:07",0.78468,3,matheusmabelha
2383,13518594,"kyunghee #2","2025-03-19 05:35:34",0.78468,3,kangkyunghee
2384,13487928,"Yongquan Shi","2025-03-26 08:03:00",0.78468,40,s3481098577
2385,13521012,"Mateus Pontes","2025-03-19 13:11:04",0.78468,1,mateuspontes
2386,5840020,voicihojun,"2025-03-19 14:25:16",0.78468,6,voicihojun
2387,13455541,BarrettRush,"2025-03-20 11:56:48",0.78468,31,barrettrush
2388,13522051,"Michel Behlok","2025-03-20 14:30:40",0.78468,5,michelbehlok
2389,13276969,"Jobayer Mojumder","2025-03-24 15:30:30",0.78468,61,jobayermojumder
2390,13523230,"Diana Aribel Guzmán","2025-03-19 21:56:39",0.78468,2,aribelguzman
2391,13525187,hnoiiii,"2025-03-20 07:23:20",0.78468,10,hnoiiii
2392,12393776,"Витя Климович","2025-03-20 07:38:07",0.78468,10,victor310
2393,13525690,"hyunwoo #3","2025-03-20 15:30:17",0.78468,10,hyunwoo1308
2394,13457083,"Chris Lillico","2025-03-21 14:22:58",0.78468,17,chrislillico
2395,13528200,millim,"2025-03-21 11:24:20",0.78468,12,millim123334
2396,13522000,MDBStudent,"2025-03-22 11:26:48",0.78468,18,mdbstudent
2397,13496018,"Sean Michael Davis","2025-03-22 11:22:04",0.78468,6,seanmichaeldavis
2398,13529817,"Anushka Khandelwal","2025-03-20 23:31:02",0.78468,3,anushkakhandelwal1
2399,13530000,"Rose Anna 2025","2025-03-21 01:40:36",0.78468,2,roseanna2025
2400,13530163,"SANKALP  HARITASH","2025-03-21 01:57:05",0.78468,1,sankalpharitash
2401,13530197,"Kim Kyungil","2025-03-22 05:20:17",0.78468,8,kimkyungil
2402,13531287,welry9277,"2025-03-21 07:34:53",0.78468,1,welry9277
2403,13531789,"James Freeman-zhao","2025-03-21 09:25:45",0.78468,2,jamesfreemanzhao
2404,13489438,"PRIYANKA Ari","2025-03-25 07:52:54",0.78468,13,priyankaari
2405,13406287,tjriedel,"2025-03-25 16:47:09",0.78468,21,tjriedel
2406,13534065,aavolkova_25a,"2025-03-21 19:28:42",0.78468,4,aavolkova25a
2407,13534720,svo_zov,"2025-03-25 20:38:03",0.78468,3,svo1488zov
2408,13533358,syandata,"2025-03-23 03:01:01",0.78468,14,syandata
2409,13536016,"Nishant Jha #3","2025-03-22 06:51:44",0.78468,1,nishantjha0191
2410,13536206,"Omar Alsaadi","2025-03-22 07:42:32",0.78468,1,omaralsaadi
2411,11437725,"Wassim A Ibrahim","2025-03-22 10:20:45",0.78468,1,wassimaibrahim
2412,13532420,"Yuvraj Pai Khot","2025-03-23 06:02:24",0.78468,7,yuvrajpaikhot
2413,10116956,K-近邻预测用户签到位置,"2025-03-22 11:59:45",0.78468,1,a58982284
2414,13537040,maandreev_2,"2025-03-22 12:20:00",0.78468,2,maandreev2
2415,13525779,"Ashwini Kamankar","2025-03-24 07:34:14",0.78468,12,ashwinikamankar
2416,13537394,ZexZhao,"2025-03-23 07:08:33",0.78468,9,zexzhao
2417,13537543,xikai,"2025-03-23 11:11:54",0.78468,8,xikai1129
2418,13519381,ashyunn,"2025-03-22 14:49:25",0.78468,2,ashyunn
2419,13538054,anniesy,"2025-03-22 15:33:17",0.78468,2,anniesy
2420,13538153," BAVAGHNA ELUCHURI","2025-03-31 06:46:09",0.78468,2,bavaghnaeluchuri
2421,13284336,hsNaga,"2025-03-22 16:58:42",0.78468,8,hsnaga
2422,13538473,avgubkina_1,"2025-03-22 17:30:54",0.78468,1,avgubkina1
2423,13427484,"Toby #7","2025-03-22 17:44:05",0.78468,5,staberinde
2424,13538973,anbovkun,"2025-03-22 21:19:17",0.78468,5,anbovkun
2425,13538798,paanchinaa,"2025-03-22 21:10:31",0.78468,6,paanchinaa
2426,13538996,"Rosie Flanagan","2025-03-22 21:14:48",0.78468,4,rosienyc
2427,13507116,kjt121152,"2025-03-23 07:27:20",0.78468,11,kjt121152
2428,13519245,cheonyejun,"2025-03-23 07:21:58",0.78468,4,cheonyejun
2429,13540186,MIYAMATO,"2025-03-23 07:57:39",0.78468,6,miyamato
2430,13497904,"Qihang Wu #2","2025-03-23 07:29:51",0.78468,5,kiaanwu
2431,13540545,deǝp,"2025-03-23 09:02:55",0.78468,4,morpheusx
2432,13525727,jooho,"2025-03-23 11:24:30",0.78468,12,jooho8324
2433,13542095,"Keanu Sky Heitzler","2025-03-23 18:38:59",0.78468,7,keanuskyheitzler
2434,13541853,"Daniela Puiu","2025-03-23 19:30:47",0.78468,9,danielapuiu
2435,13467421,"oliver miniszewski","2025-03-31 21:21:51",0.78468,39,oliverminiszewski
2436,13513557,"Mostofa Soykoth","2025-03-23 22:03:17",0.78468,5,mrsaikat
2437,13492412,"Lisete Medeiros","2025-03-24 03:03:35",0.78468,5,lisetemedeiros
2438,13543935,"Carlos Armenta","2025-03-24 03:59:04",0.78468,1,carlosarmenta
2439,13530370,"Mithesh Sudhakar Latha","2025-03-24 04:53:03",0.78468,5,mitheshsudhakarlatha
2440,13543987,TS1989,"2025-03-27 09:14:09",0.78468,7,yrainyy
2441,13544510,"liu c2345","2025-03-25 03:59:48",0.78468,3,liuc2345
2442,13545957,"endless abyss","2025-03-24 11:57:32",0.78468,8,endlessabyss
2443,13545820,"menna ahme","2025-03-24 12:28:08",0.78468,10,mennaahme
2444,10942758,"Elise Maistre","2025-03-26 09:30:59",0.78468,14,elisemaistre
2445,13545991,"Yegnay Zhassyn","2025-03-26 08:42:37",0.78468,18,yegnayzhassyn
2446,13485564,"David Franklin #2","2025-03-24 18:37:32",0.78468,13,necrobot
2447,13497091,AI_0812,"2025-03-24 18:54:36",0.78468,8,ai0812
2448,13526782,"Raziullah Ansari","2025-03-24 20:16:04",0.78468,1,raziullahansari123
2449,13548981,"Caleb Stewart","2025-03-25 00:55:20",0.78468,1,caleb0stewart
2450,13516772,"Edwin Lowery","2025-03-25 02:24:02",0.78468,18,edwinlowery
2451,13549490,"Bryce Chambers","2025-03-25 07:05:32",0.78468,2,brycechambers
2452,13443417,"JIAN MA","2025-03-31 08:57:42",0.78468,24,mjbigjj
2453,13552554,nikos6ares,"2025-03-25 15:15:39",0.78468,10,nikos6ares
2454,13552857,jiegeCNM,"2025-03-25 15:49:38",0.78468,2,jiegecnm
2455,13552972,zhangjjnju,"2025-03-25 17:50:30",0.78468,4,zhangjjnju
2456,7086417,1101DS@NCCU_108304046,"2025-03-26 08:32:24",0.78468,1,yuridesu
2457,13556121,joe3326,"2025-03-26 08:41:09",0.78468,3,joe3326
2458,13556222,"jiu hao1015","2025-03-26 09:08:50",0.78468,2,jiuhao1015
2459,13556630,"Meghanadh Pamidi","2025-03-27 06:18:38",0.78468,7,meghanadhpamidi
2460,13431769,"Roxanne Roulland","2025-03-26 19:18:33",0.78468,2,roxanneroulland
2461,48305,"Nikos Kourounis","2025-03-30 00:03:08",0.78468,10,nikoskourounis
2462,13560264,"Vijay Ram #2","2025-03-27 00:37:30",0.78468,9,yopotato18
2463,13560427,Schpick,"2025-03-27 00:44:51",0.78468,2,schpick
2464,13561288,"Wenjiao G","2025-03-27 05:06:52",0.78468,5,wenjiaog
2465,13510791,"Nguyên Ân Lê","2025-03-27 21:19:12",0.78468,18,nguynnl
2466,13554143,JakeMarkus,"2025-03-27 05:16:53",0.78468,2,jakemarkus
2467,13557238,Ye110wTim,"2025-03-28 06:10:39",0.78468,24,ye110wtim
2468,13530779,syoshinsyaa,"2025-03-27 13:15:23",0.78468,11,syoshinsyaa
2469,1609889,MLSputnik,"2025-03-27 08:09:08",0.78468,1,mlsputnik
2470,13560577,"Huang Junyi1003","2025-03-30 13:45:59",0.78468,23,huangjunyi1003
2471,13553687,"Michał Derewlany","2025-03-27 08:59:05",0.78468,2,michaderewlany
2472,13563229,"Sharon Tan #2","2025-03-27 10:56:22",0.78468,10,shasatanjaya
2473,13545381,"Dhiraj Shewale","2025-03-27 11:32:59",0.78468,6,dhjshewale
2474,13558058,"Vesa Ohtonen","2025-03-28 10:19:28",0.78468,4,vesaohtonen
2475,13564419,hyoscar,"2025-03-30 07:31:50",0.78468,7,hyoscar
2476,13565294,liuhui2286,"2025-03-27 18:47:09",0.78468,3,liuhui2286
2477,13562317,"Andrew Tutia","2025-03-27 20:50:07",0.78468,7,andrewtutia
2478,13557788,"Berton Kam","2025-03-28 17:24:55",0.78468,17,bertonkam
2479,13564980,alinamksva,"2025-03-27 20:24:16",0.78468,8,alinamksva
2480,13565821,"Smart Boy","2025-03-27 22:54:15",0.78468,5,smartboy123123
2481,13566141,Ch3mZ_ZA,"2025-03-27 21:46:53",0.78468,1,ch3mzza
2482,13563404,LostPigeon,"2025-03-28 22:18:43",0.78468,12,lostpigeon
2483,6577288,"Che Deng","2025-03-27 22:38:20",0.78468,1,chedeng
2484,13480021,"Shane Niebergall","2025-03-28 01:14:47",0.78468,6,shanenieb
2485,13422635,"Eka Buyung Lienadi","2025-03-28 03:49:19",0.78468,5,ekabuyunglienadi
2486,13566231,"Anand Hingway","2025-03-28 04:43:06",0.78468,3,anandhingway
2487,7694865,adfafdkffdafadf,"2025-03-28 05:02:54",0.78468,2,adfafdkffdafadf
2488,13566875,user0w0,"2025-03-28 05:09:59",0.78468,9,user0w0
2489,13555423,"Wi11 Pan","2025-03-31 09:13:53",0.78468,9,wi11pan
2490,13568536,OliverVa17,"2025-03-28 10:37:03",0.78468,2,oliverva17
2491,13568574,kooo24a,"2025-03-28 10:40:02",0.78468,2,kooo24a
2492,13476154,llvarsll,"2025-03-28 13:40:35",0.78468,35,llvarsll
2493,13496586,"Federico Prado","2025-03-28 17:00:32",0.78468,11,federicoprado
2494,13570165,Omkar_lokhande11,"2025-03-28 17:36:31",0.78468,8,omkarlokhande11
2495,13570438,"Sergio Resnauer","2025-03-28 18:23:32",0.78468,1,sresnauer
2496,13570075,"Kiran Arjun Patil","2025-03-29 07:50:42",0.78468,17,kiranarjunpatil
2497,13565852,"Benjamin Deitch","2025-03-28 20:24:11",0.78468,3,benjamindeitch
2498,13570788,"Colin Sunde","2025-03-28 20:55:10",0.78468,3,colinsunde
2499,13570925,"Alžbeta Rástocká","2025-03-28 21:26:46",0.78468,2,albetarstock
2500,13571356,"ho chun kit","2025-03-29 01:39:36",0.78468,4,hochunkit
2501,13362802,"Reo MUROI","2025-03-29 02:36:25",0.78468,4,reomuroi
2502,623808,DebisreeRay,"2025-03-29 23:25:20",0.78468,20,debisree
2503,13571966,"Ranjeet Kagade #2","2025-03-29 05:34:01",0.78468,9,ranjeetkagade1
2504,13552367,"Surya Rajapu","2025-03-30 08:29:27",0.78468,16,suryarajapu
2505,11783529,"Sayli Dambhare","2025-03-31 08:36:19",0.78468,15,saylidambhare
2506,13572517,ari10n,"2025-03-29 09:18:22",0.78468,3,ari10n
2507,13572317,ZhangRan094,"2025-03-29 12:39:26",0.78468,10,zhangran094
2508,13573551,Any_Huang,"2025-04-01 04:48:21",0.78468,8,anyhuang
2509,13552271,"Hritik Shukla","2025-03-30 12:56:36",0.78468,33,hritikshukla007
2510,13574110,"Alex Li #3","2025-03-29 15:30:46",0.78468,5,alexxxxli
2511,13574236,Maryliu32333333,"2025-03-29 15:51:40",0.78468,3,maryliu32333333
2512,13574368,mgasstudent,"2025-03-29 18:52:14",0.78468,4,mgasstudent
2513,13574920,wo2283,"2025-03-29 19:32:53",0.78468,2,wo2283
2514,13575657,"Mykell Frank","2025-03-30 02:03:52",0.78468,1,mfrxnk
2515,13576154,"baek minu","2025-03-30 09:42:12",0.78468,10,dovahkiin05
2516,13576604,"Areg Khachatryan","2025-03-30 08:30:54",0.78468,1,aregkhachatryan
2517,13575894,yeeeaten,"2025-03-30 12:24:52",0.78468,8,yeeeaten
2518,13577766,"Krutika Shirke","2025-03-30 15:31:45",0.78468,10,krutikashirke
2519,13578377,"Arman Simonyan","2025-03-30 17:34:44",0.78468,3,armansimonyan
2520,13578519,"Алексей Тарасов","2025-03-30 18:20:38",0.78468,1,isalex1
2521,13578964,"Dr Freundlich","2025-03-30 21:40:15",0.78468,4,drfreundlich
2522,4441118,crabxmz,"2025-03-31 02:42:30",0.78468,7,crabxmz
2523,13535911,kimayeon,"2025-03-31 02:28:36",0.78468,5,kimayeon0
2524,13580304,cccrw00,"2025-03-31 06:40:05",0.78468,5,cccrw00
2525,13580447,"Firoj Paudel","2025-03-31 06:33:32",0.78468,1,firojpaudel
2526,13580716,shanhai421,"2025-03-31 07:38:09",0.78468,1,shanhai421
2527,5179264,"Yushi Kamada","2025-03-31 07:43:00",0.78468,2,yushikamada
2528,13580834,Zhanghao3821,"2025-03-31 08:26:38",0.78468,2,zhanghao3821
2529,13581323,"Jaideep Seelam","2025-03-31 09:38:20",0.78468,2,jaideepseelam
2530,13422751,"thanagrith mmeanphon","2025-03-31 10:37:11",0.78468,16,thanagrithmmeanphon
2531,13582059,"anupama Kate","2025-03-31 12:51:56",0.78468,10,anupamasanket9629
2532,13500398,chungtaWu,"2025-03-31 14:05:18",0.78468,5,chungtawu
2533,12511336,"Romain Amigon","2025-03-31 21:46:06",0.78468,5,romainamigon
2534,13541648,lukasdro,"2025-03-31 21:26:18",0.78468,12,lukasdro
2535,13584031,"Krzysztof Strzelecki","2025-03-31 22:23:52",0.78468,3,krzysztofstrzelecki
2536,13559918,mavitl,"2025-03-31 22:42:45",0.78468,18,mavitl
2537,13275033,Big.Blue.,"2025-01-31 03:05:08",0.78229,2,bigblue78
2538,13234751,"Nguyễn Khánh Tài","2025-02-14 08:45:37",0.78229,16,nguynkhnhti
2539,11150935,"Lalit som","2025-02-01 05:16:45",0.78229,12,kdark884
2540,13271878,京平市村,"2025-01-31 08:13:48",0.78229,10,satsuki1105
2541,13274289,"Fumito Sasaki","2025-01-31 08:44:57",0.78229,10,fumitosasaki
2542,13278689,市村京平,"2025-01-31 10:11:54",0.78229,10,kyohei0526
2543,13278529,吉田勇斗,"2025-01-31 09:14:06",0.78229,6,yuto116
2544,13278597,相馬直哉,"2025-01-31 10:36:55",0.78229,10,naoyasoma
2545,13276559,"Sandy Sand","2025-01-31 11:48:57",0.78229,7,sandysand21
2546,13279116,"相馬直哉 #2","2025-01-31 12:18:05",0.78229,7,somanaoya
2547,13279180,hahaha99999,"2025-01-31 11:45:48",0.78229,4,hahaha99999
2548,13279131,sedahzyyy,"2025-01-31 11:59:40",0.78229,10,sedahzyyy
2549,11632790,shunshun401,"2025-01-31 13:17:50",0.78229,10,shunshun401
2550,13279340,Sedahzyy,"2025-03-17 03:35:51",0.78229,12,sedahzyy
2551,13279462,kita05555,"2025-01-31 13:50:30",0.78229,10,kita05555
2552,13279913,__marouan02__,"2025-01-31 20:19:24",0.78229,10,marouan02
